video_id,text,like_count,published_at,source
Akj12zQniWw,"Đầu năm 2025 mở màn bằng vụ drama của Jack rồi . Vụ này cuốn vãi , mong là mấy vụ sau lại cuốn như vậy",0,2025-01-28T07:14:39Z,youtube
Akj12zQniWw,"Anh làm video drama 2 show anh trai đi, để em xem em có bỏ lỡ cái nào ko :)))))))",1,2025-01-16T07:35:42Z,youtube
Akj12zQniWw,Nếu tui ko xem vd này thì chắc tui ko biết năm rồi nhiều sk đến vậy🤡🤡🤡😆😆😆,0,2025-02-13T08:33:56Z,youtube
Akj12zQniWw,năm 2024 mỗi 27p chưa đc nửa tiếng 2025 thì tiếng rưỡi,0,2026-01-22T15:26:53Z,youtube
Akj12zQniWw,Anybody here 24/10/2025,3,2025-10-24T08:26:43Z,youtube
Akj12zQniWw,0:14 bạn và tôi khác nhau:)))))),1,2025-03-19T06:11:12Z,youtube
Akj12zQniWw,Lên video ATVNCG và ATSH dài 2 tiếng cũng được ạ :))),3,2025-01-02T09:13:04Z,youtube
Akj12zQniWw,"minh dự giỏi thâttj, ko ai nhắc tới vụ đó cả",1,2025-01-08T06:08:53Z,youtube
Akj12zQniWw,...trôi qua nhanh thật... Kể từ ngày anh mất em....,1,2025-01-03T23:12:24Z,youtube
Akj12zQniWw,"Nay ms xem, nhắc lại cho mn nhớ ne gav đã hđ lại bth:)",3,2025-06-18T04:59:16Z,youtube
Akj12zQniWw,💙💙💙,1,2025-01-03T21:04:17Z,youtube
Akj12zQniWw,Quả drama Trình của Hieuthuhai và Đỉnh của Bình gold,0,2025-07-23T18:01:55Z,youtube
Akj12zQniWw,Vì series này bên zalo mà phải nhảy vào youtube đăng ký kênh liền. Anh ơi lên video nhiều lên nghe anh nói cuốn lắm ý,0,2025-04-08T07:44:38Z,youtube
Akj12zQniWw,thời lượng này mới được có phần 1 của 2025 :)))))),1,2025-12-26T04:24:02Z,youtube
Akj12zQniWw,ATSH và ATVNCG plizzz,57,2025-01-01T04:12:51Z,youtube
Akj12zQniWw,"Đức ơi BA THÁNG RỒI, lên nhanh đi t hóng quá thể. Chông Gai vs Say Hi đính kèm nhau từng bước một, lên đi ông, do dự hết hot mất",0,2025-04-21T16:46:13Z,youtube
Akj12zQniWw,Vừa nghe ông này nói 1 hồi mà nhảy số ông Tuân:),0,2025-02-08T05:29:56Z,youtube
Akj12zQniWw,Video hay quá. +1 Sub liền ❤,1,2025-01-06T19:20:45Z,youtube
Akj12zQniWw,vụ hh đạo nhái nghe nói ban đầu là bị fan quốc tế tế ở trên X ấy=)),17,2025-01-01T08:07:12Z,youtube
Akj12zQniWw,Kênh xứng đán đc 1tr sub sớm nhất,1,2025-01-03T10:58:01Z,youtube
Akj12zQniWw,"làm về Show "" Anh trai vượt ngàn chông gai"" và cái còn lại đi AD",0,2025-01-27T06:29:56Z,youtube
Akj12zQniWw,Content kênh bác hay quá :)) e ủng hộ ah,0,2025-01-07T05:37:22Z,youtube
Akj12zQniWw,Phong cách của bác và bác monsieur tuna kháa hợp nhau,0,2025-10-22T17:31:59Z,youtube
Akj12zQniWw,Đây bị nghiện xem drama rùi! :>,0,2025-10-18T04:18:47Z,youtube
Akj12zQniWw,Cuối năm 2025 ah tổng kết drama năm nay đi anh làm hẵn chi tiết drama viruss Ngọc kem ik😂😂😂,0,2025-03-31T01:13:40Z,youtube
Akj12zQniWw,"Thiếu drama hằng du mục bị đánh rách má, bà cô đòi phụ huynh mua laptop, vụ nam sinh lớp 8 bị đánh đến chết não(・∀・)",95,2025-01-01T17:16:46Z,youtube
Akj12zQniWw,"14:47 nhớ quá drama joke kiểu ""hotline"" ngu học nữa mà đâu rùi anh 😅",1,2025-01-02T08:44:32Z,youtube
Akj12zQniWw,sau khi ông bà cùng bố tui nghe tin có người nói gì đó trong quốc tan trong tháng 7 á ( tại nhà tui hồi trước trong đảng ) nhà tui quyết định vừa toxi vừa bolck trên mọi nền tảng thấy ai trong nhà coi live của nhóm đó nhìn bằng nữa con mắt :>>>,0,2025-05-28T06:43:26Z,youtube
Akj12zQniWw,Nhớ hình như còn có drama tiktoker bậc quốc ca Thái Lan trong clip thăm chùa Angkor Wat,0,2025-01-26T14:53:33Z,youtube
Akj12zQniWw,The video is visually stunning.,1,2025-01-02T20:03:38Z,youtube
Akj12zQniWw,Tháng 1 2025. Jack 3.5 lại lên đỉnh lưu rồi,0,2025-01-31T06:26:37Z,youtube
Akj12zQniWw,2026 ai xem k :P,1,2026-02-04T08:17:43Z,youtube
Akj12zQniWw,"Anh làm về titokke quốc kang đii anhh , hot titokke á",0,2025-12-03T17:31:20Z,youtube
Akj12zQniWw,2026 rồi vẫn vậy((((:,1,2026-02-25T15:09:54Z,youtube
Akj12zQniWw,"qua 1 năm vô tri, nhờ a e mới biết đến mấy drama này lun ạ. Then kiuuuuuu a nhìuuuuu ạ",0,2025-01-16T18:30:56Z,youtube
Akj12zQniWw,Giọng kể giống anh Tuân Monsieur Tuna quá,0,2025-01-14T05:19:49Z,youtube
Akj12zQniWw,gần hết năm lòi ra cái drama to nhất,0,2025-01-21T01:45:42Z,youtube
Akj12zQniWw,"Giải ngol quá trời r , tham gia ạ 🥹[ chủ đề j thì mai tính sau ]",0,2025-05-17T10:44:29Z,youtube
Akj12zQniWw,2:26 vụ này mới đó mà 1 năm r😂,1,2025-01-06T11:26:34Z,youtube
Akj12zQniWw,🤩🤩🤩,0,2025-08-23T22:24:34Z,youtube
Akj12zQniWw,Phong cách ngân ngâm giống Tủn quá :)),0,2025-01-03T10:14:14Z,youtube
Akj12zQniWw,🥰🥰🥰,0,2025-08-21T07:30:00Z,youtube
Akj12zQniWw,5:54 haha,0,2025-02-14T08:31:13Z,youtube
Akj12zQniWw,Thiếu sót nhất là việc bray bị đào mộ,0,2025-02-03T14:00:47Z,youtube
Akj12zQniWw,"20:56 Những người chê Thick of it không biết gì về pickel ball 🔥
Những người chê pickel ball không biết gì về Sigma boy 🔥",2,2025-01-19T06:57:27Z,youtube
Akj12zQniWw,Cách diễn đạt tháy na ná chú Tuân:)),0,2025-01-11T05:09:45Z,youtube
Akj12zQniWw,có mấy đoạn ông này giống cos monseur  tuna :))),0,2025-01-02T06:17:40Z,youtube
Akj12zQniWw,Anh làm tất tần tật về anh trai say hi đi,0,2025-07-19T05:02:43Z,youtube
Akj12zQniWw,sốp ơi e chờ cái video riêng của show 2 anh 5 tháng rùi ạ 🥹,0,2025-05-14T16:14:21Z,youtube
Akj12zQniWw,Mẹ cái lightick của J y chang lightick idol tui 😂 khác mỗi cái màu.,0,2025-01-19T07:17:10Z,youtube
Akj12zQniWw,nhớ hồi bắt phông bạt vãi :))),0,2025-01-03T08:18:20Z,youtube
Akj12zQniWw,"Thik giọng đọc của bạn, nghe hài hước ❤",0,2025-09-17T07:32:38Z,youtube
Akj12zQniWw,Uầy xem ông này từ hồi ông ms 3vid đầu nè😅mà lúc ấy tôi ko cs tài khoản á😢,0,2025-01-26T15:00:33Z,youtube
Akj12zQniWw,Qua 2026 rồi vẫn chưa thấy Lightstick của Jack 😂,0,2026-01-03T05:01:40Z,youtube
Akj12zQniWw,Làm drama của ATVNCG với ATSH đi anh🎉🎉🎉,2,2025-01-01T12:35:01Z,youtube
Akj12zQniWw,Cuối năm tổng hợp chi tiết drama 2025 nha ah ui😂,0,2025-03-31T01:14:25Z,youtube
Akj12zQniWw,ngày nào cũng lướt tiktok mà sao t sót nhiều drama vậy ,0,2025-01-05T06:59:46Z,youtube
Akj12zQniWw,"anh ơi lên clip 2 bên Anh trai đi anh, em kéo cả dòng họ vô xem",0,2025-01-04T07:20:07Z,youtube
Akj12zQniWw,"Năm mới mọi điều mới, xem Me Xừ Đức rất vui ❤",0,2025-01-01T05:32:18Z,youtube
Akj12zQniWw,"làm luôn video về ATVNCG với ATSH đi ạ, vụ này mà làm sơ sơ thấy thiếu quá ",1,2025-01-01T14:23:50Z,youtube
Akj12zQniWw,giọng ông này kể chuyện ma thì bác ngạn gọi bằng cháu.,0,2025-01-09T10:41:24Z,youtube
Akj12zQniWw,Chời ơi cái văn khịa này nó hợp ý t kinh khủng :)),0,2025-01-02T04:56:10Z,youtube
Akj12zQniWw,năm sau làm nữa nha anhhhh,1,2025-09-08T15:01:51Z,youtube
Akj12zQniWw,Ông này sáng tạo,0,2025-05-14T13:11:11Z,youtube
Akj12zQniWw,😀,0,2025-01-02T20:05:33Z,youtube
Akj12zQniWw,Làm vid về hai ctrinh đi ạ,1,2025-01-06T13:40:34Z,youtube
Akj12zQniWw,Quá hay 🎉,0,2025-01-19T15:35:06Z,youtube
Akj12zQniWw,Đợi mãi cái đuôi đom đóm để cắm mà chưa thấy nữa,0,2025-01-03T14:34:41Z,youtube
Akj12zQniWw,thấy sky là iu gòi😍,0,2025-01-03T14:38:25Z,youtube
Akj12zQniWw,idol hùng huỳnh vươn tầm quốc tế đang đợi fan tẩy trắng,2,2025-01-01T14:02:38Z,youtube
Akj12zQniWw,Niceeeee,0,2025-01-17T11:58:22Z,youtube
Akj12zQniWw,Trộm vía chưa nghe Pickleball hehe (trừ trong vid này).,0,2025-01-04T16:48:23Z,youtube
Akj12zQniWw,làm riêng 1 video về 2 ctrinh ATrai đi sốp ơiiiiiiiiiiiiiiiii,1,2025-01-01T06:11:29Z,youtube
Akj12zQniWw,Nãy giờ đợi nói drama vịt kho tiêu 😋,0,2025-01-21T07:49:27Z,youtube
Akj12zQniWw,video rất hay và bổ ích  👍👍👍 thank bro 😄😄😄😄😄😄,0,2025-01-01T11:55:06Z,youtube
Akj12zQniWw,a trai say gex,1,2025-01-02T11:57:07Z,youtube
Akj12zQniWw,Anh lên vụ Say Hi chông gai anh oiiii,1,2025-01-06T04:51:45Z,youtube
Akj12zQniWw,Mong lên vid về 2 ct anh trai ạ,0,2025-01-01T12:01:41Z,youtube
Akj12zQniWw,drama tabi,1,2025-01-02T17:07:37Z,youtube
Akj12zQniWw,Tui vẫn nhớ ngọt,0,2025-05-22T14:20:52Z,youtube
Akj12zQniWw,Hóng video của 2 chương trình Anh trai ạ,0,2025-01-01T11:32:11Z,youtube
Akj12zQniWw,0:06 đúng là năm của mình ( mình dell làm đc gì ),0,2025-01-05T18:28:42Z,youtube
Akj12zQniWw,hay,0,2025-02-14T18:46:22Z,youtube
Akj12zQniWw,có quả art dudodut nữa kìa,0,2025-01-05T14:14:34Z,youtube
Akj12zQniWw,ui sời a CTNM còn lên hẳn bài mới đón năm mới chắc cũng sắp nhắm mắt để mua mấy kí omo về tẩy mờ mắt Đả Ling đây mà.,1,2025-01-06T13:49:42Z,youtube
Akj12zQniWw,sao cqq gì t cũng từng hóng ròi hết zay :v nhìu chiện gheee,0,2025-01-03T14:26:43Z,youtube
Akj12zQniWw,"E thấy a làm đội bóng NHA, a làm các đội Vleague đi ạ",0,2025-01-01T11:27:44Z,youtube
Akj12zQniWw,Còn ông tự xưng ông vua nhạc Việt ĐVH nữa bạn ơi,0,2025-01-09T10:07:00Z,youtube
Akj12zQniWw,"Video đẳng cấp, quá nhiều chất xám và tổ lái",0,2025-01-01T15:48:39Z,youtube
Akj12zQniWw,Lên còn ten ATVNCG với ATSH đi ạaaaa,0,2025-01-02T03:51:10Z,youtube
Akj12zQniWw,11:00 Với bài Mặt Trái của sự thật,0,2025-01-01T06:36:33Z,youtube
Akj12zQniWw,Anh ơi thiếu nờ ô nô(thánh hôi mồm),0,2025-01-05T04:32:36Z,youtube
Akj12zQniWw,Thiếu quả drama của mít tơ đờm r 😂😂,0,2025-01-07T07:45:37Z,youtube
Akj12zQniWw,"Đầu năm cũng bày đặt ""New year new me"" đồ đó, cuối năm chỉ biết ngồi một góc thất vọng thôi :))",2,2025-01-03T12:36:04Z,youtube
Akj12zQniWw,Giao diện vui vẻ giọng đọc mosinur tuna à😅,0,2025-01-21T05:58:37Z,youtube
Akj12zQniWw,Cô tiên cũng góp mặt với anh trai 1 2 3 4 ngày mà😂,0,2025-01-15T14:59:32Z,youtube
Akj12zQniWw,Xem mà cười treo mõm lên giời =)) sốp khịa thấm lắm sốp,0,2025-01-01T16:48:18Z,youtube
Akj12zQniWw,thiếu vụ kiện đứt ngón chân của Mr. Đờm rồi kìa ,0,2025-01-13T14:54:31Z,youtube
Akj12zQniWw,"làm luôn về ATSH với ATVNCG đi sộp, drama căng như này mà làm sơ sơ thì phí",0,2025-01-02T03:02:55Z,youtube
Akj12zQniWw,Vụ Chị Đẹp đạp gió rẽ sóng mùa 1 & 2 đi,0,2025-01-04T11:42:45Z,youtube
Akj12zQniWw,😂,0,2025-01-07T11:08:27Z,youtube
Akj12zQniWw,Hài nhúng,0,2025-01-04T11:50:27Z,youtube
Akj12zQniWw,Làm gấp bom nguyên tử anh trai đi ad,0,2025-01-01T09:22:22Z,youtube
Akj12zQniWw,ông ra vd về ATSH đi ông😂,0,2025-07-18T05:31:28Z,youtube
Akj12zQniWw,Làm drm 2 ct anh trai đi shop,0,2025-01-01T07:17:55Z,youtube
Akj12zQniWw,"Thiếu bộ 3 schannel miền nam vụ ""đối tác"" truyền thông atvncg rồi anh ơi",0,2025-01-24T15:39:39Z,youtube
Akj12zQniWw,"nếu có làm video so sánh và highlight drama 2 chương trình ATSH & ATVNCG thì hi vọng admin liệt kê đầy đủ, có cái nhìn đa chiều và công tâm nhé 🫵🏻",0,2025-01-10T17:47:02Z,youtube
Akj12zQniWw,còn quả babyboo nx anh ơiii,0,2025-01-01T09:18:49Z,youtube
Akj12zQniWw,Chúc video nè lên triệu vieww nha ad,0,2025-01-04T02:19:43Z,youtube
Akj12zQniWw,drama mr đàm vĩnh biệt nữa,0,2025-01-02T21:33:22Z,youtube
Akj12zQniWw,"Ông này là Đức reaction trên tóp tóp dko :))). Quả văn mở bát nghe rất giống, đã thế còn chơi tiktok, sợ chưa biết bóc phốt mà :)))",0,2025-01-03T14:50:26Z,youtube
Akj12zQniWw,2025 mà tổng kết chắc 3 tiếng kkk,1,2025-10-15T05:47:26Z,youtube
Akj12zQniWw,"trời ơi, thiếu drama Hoàng Thùy và rắn rồi",0,2025-01-02T09:11:55Z,youtube
Akj12zQniWw,Hóng drama 2 ctr anh trai,0,2025-01-02T05:42:48Z,youtube
Akj12zQniWw,Thấy bóng dáng goat Faker:))),0,2025-01-21T11:58:55Z,youtube
Akj12zQniWw,anh trai say hi ( làm đi anh ),0,2025-01-26T04:02:23Z,youtube
Akj12zQniWw,Xem vid này mới nhận ra 1000 drama mình không biết =))),0,2025-01-03T16:24:39Z,youtube
Akj12zQniWw,Hùng huỳnh kiểu ko chọn phong thủy tên bài luôn..chọn đúng ko thể nhắm mắt thật😂😂😂😂,4,2025-01-04T14:11:30Z,youtube
Akj12zQniWw,Năm 2024 mỗi tháng 1 drama 😂,0,2025-01-02T04:15:35Z,youtube
Akj12zQniWw,toi trở lại từ 2026 và nhận ra rằng drama 2025 dài gấp đôi 2024 =)),0,2026-01-01T05:38:25Z,youtube
Akj12zQniWw,làm sớm quá k kịp  bổ sung cửa j97 cuối năm,0,2025-01-30T05:12:57Z,youtube
Akj12zQniWw,good good,0,2025-01-07T05:39:58Z,youtube
Akj12zQniWw,mượt thế chứ lị,0,2025-01-03T14:46:09Z,youtube
Akj12zQniWw,khá hài,0,2025-12-27T02:49:11Z,youtube
Akj12zQniWw,Làm quả vd drama Dino Sakura giả gái đi bro,0,2025-01-02T07:11:42Z,youtube
Akj12zQniWw,Cái drama chấn động là của thầy sư bị bắt đó ổng quên re,0,2025-01-04T05:41:15Z,youtube
Akj12zQniWw,sao giờ tôi mới biết ông nhỉ :333333333,0,2025-01-01T14:28:02Z,youtube
Akj12zQniWw,tran mỹ lương,0,2025-01-11T06:16:49Z,youtube
Akj12zQniWw,🤣,0,2025-01-06T09:57:24Z,youtube
Akj12zQniWw,kênh này hài đó. Hóng vid picabo,0,2025-01-05T12:58:26Z,youtube
Akj12zQniWw,Tháng 6 hằng năm cũng lớn nè anh ơi=))),0,2025-01-02T03:11:37Z,youtube
Akj12zQniWw,anh ơi làm về drama  atvncg vs atsh đi anh,0,2025-01-01T12:37:01Z,youtube
Akj12zQniWw,Thiếu quả người yêu tin đồn HTH lộ tin nhắn nấu xói nyc 😅,0,2025-01-03T03:58:51Z,youtube
Akj12zQniWw,thiếu parrot smell rồi sốp ơi,0,2025-01-18T13:27:35Z,youtube
Akj12zQniWw,Duy muối cx phải tế tới cả đời,0,2025-01-02T03:58:18Z,youtube
Akj12zQniWw,monsier tuna:),0,2025-01-09T15:48:37Z,youtube
Akj12zQniWw,Thiếu drm baby three của c bé ngân hàng :3,0,2025-01-10T03:22:08Z,youtube
Akj12zQniWw,Êi t vừa thấy video của Nàng Mơ là t phải quay lại đây cmt ngay. Vụ đấy cũng drama vl ra,0,2025-03-05T16:21:01Z,youtube
Akj12zQniWw,Thíu 1 cái anh ơi là drama vịt kho tiu😢,1,2025-01-01T12:12:08Z,youtube
Akj12zQniWw,Chắc tới vd 2025 thì hay lắm tại năm nay nhiều drama vkl,0,2025-11-27T13:49:07Z,youtube
Akj12zQniWw,Thắng ngọt làm bài hay mà sao mà bỏ được chứ ko tin,0,2026-02-15T18:04:28Z,youtube
Akj12zQniWw,14:08 thiếu duy muối kìa,0,2025-01-01T11:25:10Z,youtube
Akj12zQniWw,sốp thiệu vụ obito ròi=))))),0,2025-01-02T09:42:59Z,youtube
Akj12zQniWw,anh ơi cs drama của đăng răng to vs là rocky nx,0,2025-01-01T14:50:10Z,youtube
Akj12zQniWw,thiếu cái máy ấm hoa hồng j đó nứa á anh,0,2025-01-02T13:18:25Z,youtube
Akj12zQniWw,Thiếu drama 80k người xem Anh trai say geiii :3,0,2025-01-04T13:40:57Z,youtube
Akj12zQniWw,êo a lên drama về Nô đi:)),0,2025-01-01T11:03:48Z,youtube
Akj12zQniWw,Nêu những vụ nổi bật nhất thôi mn ạ.,0,2025-02-11T10:12:35Z,youtube
Akj12zQniWw,Tha 😢cho bé gíp đi,1,2025-01-17T12:15:20Z,youtube
Akj12zQniWw,Ad quên Đờ mờ hờ à😂😂,0,2025-01-14T15:36:54Z,youtube
Akj12zQniWw,giọng giống Tuna thế nhờ,0,2025-02-04T10:31:50Z,youtube
Akj12zQniWw,anh ơi trêu nhái đi em iu anh,1,2025-01-01T10:21:20Z,youtube
Akj12zQniWw,Ông ad đặt mua light stick hay gì mà nhắc từ năm này đến năm khác thế😂😂😂,0,2025-12-29T10:40:25Z,youtube
Akj12zQniWw,Anh thiếu chu ngọcquang vinh và sự phẫn lộ của người lửa,0,2025-01-05T12:48:32Z,youtube
Akj12zQniWw,Ank Chắck lại cbi mở bat 2025 r đấy shop😂😂,0,2025-01-18T03:02:24Z,youtube
Akj12zQniWw,Lên vid atvntg vs atsh đi ạaaa,0,2025-01-01T12:45:03Z,youtube
Akj12zQniWw,diddy với lu phạm đôuuu,0,2025-01-01T16:43:40Z,youtube
Akj12zQniWw,2025 kiểu 🤔🤔 chắc dài gấp 3 🐧,0,2025-12-09T09:56:32Z,youtube
Akj12zQniWw,nếu thiếu thì chắc là giữa Schannel miền nam và atvncg đó anhhh,1,2025-01-03T14:26:10Z,youtube
Akj12zQniWw,:))) phiên bản của Tuân và Vui Vẻ à 😂,0,2025-01-04T11:07:51Z,youtube
Akj12zQniWw,Vụ Chu Ngọc Quang Vinh nữa =)),0,2025-01-02T08:29:35Z,youtube
Akj12zQniWw,Lạy các kênh này thật kkk,0,2025-10-17T12:01:41Z,youtube
